paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
ISPA-2016-P0032,ISPA,ISPA,2016,complete,I/O Congestion-Aware Computing Resource Assignment and Scheduling in Virtualized Cloud Environments,Yuwei Wang|Min Liu|Bo Gao|Chenchong Qin|Cheng Ma,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=I/O+Congestion-Aware+Computing+Resource+Assignment+and+Scheduling+in+Virtualized+Cloud+Environments,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1280
ISPA-2016-P0033,ISPA,ISPA,2016,complete,iMap: A Crowdsensing Based System for Outdoor Radio Signal Strength Map,Xiaochen Fan|Panlong Yang|Chaocan Xiang|Lei Shi,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=iMap:+A+Crowdsensing+Based+System+for+Outdoor+Radio+Signal+Strength+Map,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1442
ISPA-2016-P0034,ISPA,ISPA,2016,complete,Improvements to Online Distributed Monitoring Systems,Bo Wang|Ying Song|Yuzhong Sun|Jun Liu,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Improvements+to+Online+Distributed+Monitoring+Systems,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1093
ISPA-2016-P0035,ISPA,ISPA,2016,complete,Improving Energy Efficiency by Phase-Grained Migration for Asymmetric Multicore,Youjun Xu|Xianglan Chen|Zhinan Cheng|Jiachen Song|XiaoShe Dong|Heng Chen|Zheng Dong Zhu|Yinfeng Wang,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Improving+Energy+Efficiency+by+Phase-Grained+Migration+for+Asymmetric+Multicore,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1412
ISPA-2016-P0036,ISPA,ISPA,2016,complete,Intelligent Forwarding Strategy Based on Online Machine Learning in Named Data Networking,Lirui Gong|Jiawei Wang|Xiang Zhang|Kai Lei,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Intelligent+Forwarding+Strategy+Based+on+Online+Machine+Learning+in+Named+Data+Networking,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1288
ISPA-2016-P0037,ISPA,ISPA,2016,complete,Interference-Aware Multi-source Transmission,Shiming He|Kun Xie|Kexin Xie|Zhetao Li|Chuan Xu,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Interference-Aware+Multi-source+Transmission,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1233
ISPA-2016-P0038,ISPA,ISPA,2016,complete,"Jean-Luc Gaudiot, and Stéphane Zuckerman MRDC: Multicast Data Restoration in Fat-Tree Data Center Networks",KunPeng Mao|Songtao Guo|Yuanyuan Yang|Energy Trading ................................................................................................................................1508 Chonglin Gu|Ke Hu|Zhenlong Li|Qiang Yuan|Hejiao Huang|Xiaohua Jia,ISPA 2016,ISPA 2016,accepted_paper,,,,,,"https://dblp.org/search?q=Jean-Luc+Gaudiot,+and+Stéphane+Zuckerman+MRDC:+Multicast+Data+Restoration+in+Fat-Tree+Data+Center+Networks",,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1500
ISPA-2016-P0039,ISPA,ISPA,2016,complete,Joint Selection of Providers and the New Comer for Optimal Repair in Distributed Storage Network with Network Coding,Chengjin Jia|Jin Wang|Yanqin Zhu|Zhengqing Wen|Juncheng Jia,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Joint+Selection+of+Providers+and+the+New+Comer+for+Optimal+Repair+in+Distributed+Storage+Network+with+Network+Coding,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1567
ISPA-2016-P0040,ISPA,ISPA,2016,complete,Leveraging Page-Level Compression in MySQL - A Practice at Baidu,Jingwei Ma|Boxue Yin|Zhi Kong|Yuxiang Ma|Chang Chen|Long Wang|Gang Wang|Xiaoguang Liu,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Leveraging+Page-Level+Compression+in+MySQL+-+A+Practice+at+Baidu,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1085
ISPA-2016-P0041,ISPA,ISPA,2016,complete,Locality Protected Dynamic Cache Allocation Scheme on GPUs,Yang Zhang|Zuocheng Xing|Li Zhou|Chunsheng Zhu,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Locality+Protected+Dynamic+Cache+Allocation+Scheme+on+GPUs,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1524
ISPA-2016-P0042,ISPA,ISPA,2016,complete,Minimizing Schedule Length of Energy Consumption Constrained Parallel Applications on Heterogeneous Distributed Systems,Xiongren Xiao|Guoqi Xie|Renfa Li|Keqin Li,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Minimizing+Schedule+Length+of+Energy+Consumption+Constrained+Parallel+Applications+on+Heterogeneous+Distributed+Systems,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1471
ISPA-2016-P0043,ISPA,ISPA,2016,complete,MLC: An Efficient Multi-level Log Compression Method for Cloud Backup Systems,Bo Feng|Chentao Wu|Jie Li,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=MLC:+An+Efficient+Multi-level+Log+Compression+Method+for+Cloud+Backup+Systems,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1358
ISPA-2016-P0044,ISPA,ISPA,2016,complete,MTPGraph: A Data-Driven Approach to Predict Medical Risk Based on Temporal Profile Graph,Shuai Zhang|Lei Liu|Hui Li|Zongshui Xiao|Lizhen Cui,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=MTPGraph:+A+Data-Driven+Approach+to+Predict+Medical+Risk+Based+on+Temporal+Profile+Graph,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1174
ISPA-2016-P0045,ISPA,ISPA,2016,complete,Multi-objective Based Performance Evaluation of Deduplication Approaches,Yujuan Tan|Zhichao Yan,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Multi-objective+Based+Performance+Evaluation+of+Deduplication+Approaches,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1137
ISPA-2016-P0046,ISPA,ISPA,2016,complete,Multiple Query-Independent Values Based Asymmetric Ranking for Approximate Nearest Neighbor Search,Yuan Cao|Heng Qi|Keqiu Li|Milos Stojmenovic,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Multiple+Query-Independent+Values+Based+Asymmetric+Ranking+for+Approximate+Nearest+Neighbor+Search,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T05/T09,graph_irregular_recommendation_gnn,graph|irregular|gnn|sparse,ISPA-C06,"Graph, irregular, recommendation, and GNN workloads",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1628
ISPA-2016-P0047,ISPA,ISPA,2016,complete,NVM-Assisted Non-redundant Logging for Android Systems,Yuanchao Xu|Zeyi Hou,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=NVM-Assisted+Non-redundant+Logging+for+Android+Systems,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1427
ISPA-2016-P0048,ISPA,ISPA,2016,complete,Parallelizing Degraded Read for Erasure Coded Cloud Storage Systems Using Collective Communications,Peng Li|Xingtong Jin|Rebecca J. Stones|Gang Wang|Zhongwei Li|Xiaoguang Liu|Mingming Ren,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Parallelizing+Degraded+Read+for+Erasure+Coded+Cloud+Storage+Systems+Using+Collective+Communications,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1272
ISPA-2016-P0049,ISPA,ISPA,2016,complete,Pattern Aware Cache Management for Efficient Subset Retrieving of Astronomical Image Data,Jie Wang|Ce Yu|Zhi Hong|Jian Xiao|Chen Li|Jizhou Sun,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Pattern+Aware+Cache+Management+for+Efficient+Subset+Retrieving+of+Astronomical+Image+Data,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1396
ISPA-2016-P0050,ISPA,ISPA,2016,complete,Penalty Cost Minimization for Multi-tenant Query Deadline Employing Cache Optimization and Log Based Dispatching,Lida Zou|Qingzhong Li|Hui Li|Shidong Zhang|Yongqing Zheng|Sheng Zhang|Zhuzhong Qian|Kaiyuan Wen|Sanglu Lu,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Penalty+Cost+Minimization+for+Multi-tenant+Query+Deadline+Employing+Cache+Optimization+and+Log+Based+Dispatching,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1248
ISPA-2016-P0051,ISPA,ISPA,2016,complete,Phylogenetic Likelihood Estimation on GPUs Using Vertical Partitioning Scheme,Cheng Ling|Jingyang Gao|Gang Lu,ISPA 2016,ISPA 2016,accepted_paper,,,,,,https://dblp.org/search?q=Phylogenetic+Likelihood+Estimation+on+GPUs+Using+Vertical+Partitioning+Scheme,,https://www.proceedings.com/content/033/033589webtoc.pdf,https://www.proceedings.com/content/033/033589webtoc.pdf,ISPA 2016 proceedings table of contents,https://www.proceedings.com/content/033/033589webtoc.pdf,proceedings,primary,verified,medium,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1210
